index,X,Y,OBJECTID,ID,name,address,city,state,zip,ZIP4,TELEPHONE,type,status,population,county,COUNTYFIPS,COUNTRY,latitude,longitude,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,STATE_ID,ALT_NAME,ST_FIPS,owner,TTL_STAFF,beds,TRAUMA,helipad
3990,-13517963.2239056,4543355.21555521,4116,48795376,SUTTER TRACY COMMUNITY HOSPITAL,1420 NORTH TRACY BOULEVARD,TRACY,CA,95376,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,81,SAN JOAQUIN,06077,USA,37.7442185150001,-121.433929742,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.suttertracy.org,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,81,NOT AVAILABLE,N
4001,-13152730.0083519,4046861.00211071,4127,17491105,HUNTINGTON MEMORIAL HOSPITAL,100 W. CALIFORNIA BOULEVARD,PASADENA,CA,91105,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,625,LOS ANGELES,06037,USA,34.1343853610001,-118.152983944,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.huntingtonhospital.com,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,625,LEVEL II,Y
4004,-13201343.5949979,4051704.85722349,4130,21191367,KAISER FOUNDATION HOSPITAL - WOODLAND HILLS,5601 DE SOTO AVENUE,WOODLAND HILLS,CA,91367,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,262,LOS ANGELES,06037,USA,34.1703945030001,-118.589687223,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.kaiserpermanente.org,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,262,NOT AVAILABLE,N
4008,-13195040.7928525,4058357.47513535,4134,32191328,NORTHRIDGE HOSPITAL MEDICAL CENTER,18300 ROSCOE BOULEVARD,NORTHRIDGE,CA,91325,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,417,LOS ANGELES,06037,USA,34.219824929,-118.533068188,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.northridgehospital.org,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,417,"LEVEL II, LEVEL II PEDIATRIC",Y
4009,-13107931.4917159,4039125.61872553,4135,35391767,POMONA VALLEY HOSPITAL MEDICAL CENTER,1798 NORTH GAREY AVENUE,POMONA,CA,91767,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,437,LOS ANGELES,06037,USA,34.0768488200001,-117.750552022,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.pvhmc.org,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,437,LEVEL II,Y
4011,-13186885.4686256,4066400.46794892,4137,35991345,PROVIDENCE HOLY CROSS MEDICAL CENTER,15031 RINALDI STREET,MISSION HILLS,CA,91345,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,377,LOS ANGELES,06037,USA,34.279547441,-118.459807664,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,https://california.providence.org/holy-cross/pages/default.aspx,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,377,LEVEL II,Y
4012,-13185728.4525775,4050332.63158284,4138,42891403,SHERMAN OAKS HOSPITAL,4929 VAN NUYS BOULEVARD,SHERMAN OAKS,CA,91403,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,153,LOS ANGELES,06037,USA,34.160194958,-118.449414012,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.shermanoakshospital.com,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,153,NOT AVAILABLE,Y
4016,-13174026.426701,4003553.13875756,4142,49990505,TORRANCE MEMORIAL MEDICAL CENTER,3330 WEST LOMITA BOULEVARD,TORRANCE,CA,90505,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,649,LOS ANGELES,06037,USA,33.811754222,-118.344292925,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.torrancememorial.org,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,649,NOT AVAILABLE,Y
4018,-13187243.2082808,4055014.49925894,4144,51591405,VALLEY PRESBYTERIAN HOSPITAL,15107 VAN OWEN STREET,VAN NUYS,CA,91405,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,350,LOS ANGELES,06037,USA,34.194989499,-118.463021294,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.valleypres.org,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,350,NOT AVAILABLE,N
4020,-13681910.1432151,4736716.42575226,4146,47995453,SUTTER LAKESIDE HOSPITAL,5176 HILL ROAD EAST,LAKEPORT,CA,95453,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,30,LAKE,06033,USA,39.104953467,-122.906689976,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.sutterlakeside.org,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,30,LEVEL IV,Y
4026,-13600445.7740858,4499866.14796382,4152,46894305,STANFORD HEALTH CARE,300 PASTEUR DRIVE,PALO ALTO,CA,94305,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,613,SANTA CLARA,06085,USA,37.4346524360001,-122.174883097,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.stanfordhospital.com/,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,613,"LEVEL I, LEVEL I PEDIATRIC",Y
4030,-13497592.8099502,4685468.3060921,4156,19895661,KAISER FOUNDATION HOSPITAL - ROSEVILLE,1600 EUREKA ROAD,ROSEVILLE,CA,95661,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,340,PLACER,06061,USA,38.7468058690001,-121.2509392,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.kaiserpermanente.org,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,340,NOT AVAILABLE,N
4031,-13497411.2972865,4688231.13498228,4157,48495661,SUTTER ROSEVILLE MEDICAL CENTER,ONE MEDICAL PLAZA,ROSEVILLE,CA,95661,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,328,PLACER,06061,USA,38.766159997,-121.249308644,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.sutterroseville.org,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,328,LEVEL II,Y
4033,-13453983.4449616,4448044.94878986,4159,28193635,MEMORIAL HOSPITAL LOS BANOS,520 WEST I STREET,LOS BANOS,CA,93635,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,44,MERCED,06047,USA,37.0640976920001,-120.859189609,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.memoriallosbanos.org/,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,44,NOT AVAILABLE,Y
4034,-13320543.3292037,4416701.66436233,4160,7193612,CLOVIS COMMUNITY MEDICAL CENTER,2755 HERNDON AVENUE,CLOVIS,CA,93611,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,208,FRESNO,06019,USA,36.839089899,-119.660476654,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.communitymedical.org,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,208,NOT AVAILABLE,Y
4035,-13446438.4763745,4682348.94292493,4161,27995667,MARSHALL MEDICAL CENTER,1100 MARSHALL WAY,PLACERVILLE,CA,95667,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,113,EL DORADO,06017,USA,38.724947845,-120.791412003,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.marshallmedical.org,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,113,LEVEL III,N
4043,-13485875.065539,4674556.4350913,4169,28995630,MERCY HOSPITAL OF FOLSOM,1650 CREEKSIDE DRIVE,FOLSOM,CA,95630,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,106,SACRAMENTO,06067,USA,38.670314906,-121.145676911,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.mercyfolsom.org,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,106,NOT AVAILABLE,Y
4045,-13516025.8974115,4645118.07652388,4171,29595823,METHODIST HOSPITAL OF SACRAMENTO,7500 HOSPITAL DRIVE,SACRAMENTO,CA,95823,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,329,SACRAMENTO,06067,USA,38.4635474510001,-121.416526442,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.methodistsacramento.org,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,329,NOT AVAILABLE,N
4046,-13521892.2527916,4660543.68440063,4172,47895816,"SUTTER MEDICAL CENTER, SACRAMENTO",2825 CAPITOL AVE,SACRAMENTO,CA,95816,NOT AVAILABLE,(916) 887-0000,GENERAL ACUTE CARE,OPEN,523,SACRAMENTO,06067,USA,38.571967151,-121.469224809,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.suttermedicalcenter.org,NOT AVAILABLE,SUTTER GENERAL HOSPITAL,6,NON-PROFIT,-999,523,NOT AVAILABLE,N
4047,-13520359.4612156,4658118.11682441,4173,51195817,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,2315 STOCKTON BOULEVARD,SACRAMENTO,CA,95817,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,611,SACRAMENTO,06067,USA,38.5549297420001,-121.455455508,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.ucdmc.ucdavis.edu,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,611,"LEVEL I, LEVEL I PEDIATRIC",Y
4050,-13652858.7148788,5119035.17941869,4176,12796097,FAIRCHILD MEDICAL CENTER,444 BRUCE STREET,YREKA,CA,96097,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,28,SISKIYOU,06093,USA,41.7193733080001,-122.645716555,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.fairchildmed.org,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,28,NOT AVAILABLE,N
4053,-13571307.4025555,4380572.55216391,4179,8193940,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,23625 W. R. HOLMAN HIGHWAY,MONTEREY,CA,93940,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,258,MONTEREY,06053,USA,36.5789018670001,-121.913128652,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.chomp.org,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,258,NOT AVAILABLE,N
4054,-13128402.664282,4008430.96879782,4180,392801,AHMC ANAHEIM REGIONAL MEDICAL CENTER,1111 WEST LA PALMA AVENUE,ANAHEIM,CA,92801,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,223,ORANGE,06059,USA,33.8481537930001,-117.934447694,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.anaheimregionalmc.com,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,223,NOT AVAILABLE,N
4055,-13122856.1166633,3990080.01682368,4181,7592704,SOUTH COAST GLOBAL MEDICAL CENTER,2701 BRISTOL STREET,SANTA ANA,CA,92704,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,178,ORANGE,06059,USA,33.7111339860001,-117.884622209,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.coastalcommhospital.com,NOT AVAILABLE,COASTAL COMMUNITIES HOSPITAL,6,NON-PROFIT,-999,178,NOT AVAILABLE,N
4106,-13664675.8817328,4649584.85215145,4236,58995403,SUTTER SANTA ROSA REGIONAL HOSPITAL,30 MARK WEST SPRINGS RD.,SANTA ROSA,CA,95403,NOT AVAILABLE,(707) 576-4000,GENERAL ACUTE CARE,OPEN,84,SONOMA,06097,USA,38.4949592150001,-122.751871971,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2016/02/16 00:00:00+00,http://www.suttersantarosa.org/,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,84,NOT AVAILABLE,Y
4544,-13095353.9480631,4042480.73941963,4686,38691786,SAN ANTONIO REGIONAL HOSPITAL,999 SAN BERNARDINO ROAD,UPLAND,CA,91786,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,271,SAN BERNARDINO,06071,USA,34.101809342,-117.637566025,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,https://www.sarh.org/,NOT AVAILABLE,SAN ANTONIO COMMUNITY HOSPITAL,6,NON-PROFIT,-999,271,NOT AVAILABLE,Y
5658,-13546430.3849927,4774454.13230809,5818,4195948,ORCHARD HOSPITAL,240 SPRUCE STREET,GRIDLEY,CA,95948,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,45,BUTTE,06007,USA,39.367526318,-121.689654601,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.orchardhospital.com/,NOT AVAILABLE,BIGGS GRIDLEY MEMORIAL HOSPITAL,6,NON-PROFIT,-999,45,NOT AVAILABLE,N
6327,-13632742.5749005,4620201.29974108,6497,43995476,SONOMA VALLEY HOSPITAL,347 ANDRIEUX STREET,SONOMA,CA,95476,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,75,SONOMA,06097,USA,38.288073866,-122.465010195,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.svh.com,NOT AVAILABLE,NOT AVAILABLE,6,GOVERNMENT - DISTRICT/AUTHORITY,-999,75,NOT AVAILABLE,N
6328,-13407267.4145857,4115188.82680315,6498,26193436,LOMPOC VALLEY MEDICAL CENTER,1515 E. OCEAN AVENUE,LOMPOC,CA,93436,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,60,SANTA BARBARA,06083,USA,34.640910994,-120.439532368,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.lompocvmc.com,NOT AVAILABLE,NOT AVAILABLE,6,GOVERNMENT - DISTRICT/AUTHORITY,-999,60,NOT AVAILABLE,N
6330,-13491579.0725737,4551433.9425713,6500,10295336,DOCTORS HOSPITAL OF MANTECA,1205 EAST NORTH STREET,MANTECA,CA,95336,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,73,SAN JOAQUIN,06077,USA,37.801583018,-121.196916878,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.doctorsmanteca.com,NOT AVAILABLE,NOT AVAILABLE,6,PROPRIETARY,-999,73,NOT AVAILABLE,N
6337,-13179822.8303602,4061087.10989528,6507,33791352,PACIFICA HOSPITAL OF THE VALLEY,9449 SAN FERNANDO ROAD,SUN VALLEY,CA,91352,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,231,LOS ANGELES,06037,USA,34.240098335,-118.396362905,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.pacificahospital.com,NOT AVAILABLE,NOT AVAILABLE,6,PROPRIETARY,-999,231,NOT AVAILABLE,N
6339,-13018380.5421527,4019650.88821161,6509,39292220,SAN GORGONIO MEMORIAL HOSPITAL,600 HIGHLAND SPRINGS AVENUE,BANNING,CA,92220,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,71,RIVERSIDE,06065,USA,33.9318207480001,-116.946102155,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.sgmh.org,NOT AVAILABLE,NOT AVAILABLE,6,GOVERNMENT - DISTRICT/AUTHORITY,-999,71,NOT AVAILABLE,Y
6342,-13595762.7511267,4580386.18834463,6512,8894553,CONTRA COSTA REGIONAL MEDICAL CENTER,2500 ALHAMBRA AVENUE,MARTINEZ,CA,94553,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,167,CONTRA COSTA,06013,USA,38.0067980110001,-122.132814786,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.cchealth.org/medical_center/,NOT AVAILABLE,NOT AVAILABLE,6,GOVERNMENT - LOCAL,-999,167,NOT AVAILABLE,N
6515,-13036183.7104643,3959297.07858673,6687,74592592,TEMECULA VALLEY HOSPITAL,31700 TEMECULA PKWY,TEMECULA,CA,92592,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,140,RIVERSIDE,06065,USA,33.480797593,-117.106030737,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2015/01/16 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,6,NOT AVAILABLE,-999,140,NOT AVAILABLE,Y
